channel_handle,channel_name,subscribers,n_videos,total_views,median_views,max_views,mean_duration_sec,top_video_title
@KarlaEspinosa,Karla Espinosa,342000.0,18,1465122,78552,188711,1248,"LET'S GET BACK ON TRACK!🧺 productive morning routine, self care, deep cleaning & cooking!"
@Historias.Innecesarias,Historias Innecesarias,2440000.0,18,11394336,567026,1302371,1891,Historias Innecesarias: Dictadura militar argentina
channel/UCvKqTb-65iAmXK59sFNKINQ,Sebastian Kamph,181000.0,18,136270,5889,22760,748,Flux 2 Klein just released and it runs on a potato!
channel/UC3s0BtrBJpwNDaflRSoiieQ,Hak5,1000000.0,18,306208,14022,57136,563,No More Routers In The US - Threat Wire
@BeccaWatson,Becca Watson,321000.0,18,969337,29621,266141,1305,6AM morning routine | life changing healthy habits for 2026 🕯️
@TerraXHistory,Terra X History,,18,5244650,223050,725331,1389,Amerikas Rechte im Wandel: Die Geschichte einer Radikalisierung  | Terra X
@ChrisStuckmann,Chris Stuckmann,,17,1914760,90150,352583,463,Project Hail Mary - Movie Review
@Invierteygana,Invierte y gana,229000.0,17,382400,22696,38148,1393,💥Análisis Nomad Foods y Nestlé: 2 acciones anticrisis baratas tras caídas del 62% y del 40%
@bigeaksoy,Bige’s Quiet Living,27500.0,17,511618,26513,66957,924,"7AM Morning Routine in the Countryside | Rye Bread, Healthy Recipes & Slow Living"
@bahbyhome,Bahby Home,20500.0,17,138156,8368,12390,865,Mi mañana sola en casa 🌿 organizando para la vuelta a clases y cocinando bolitas de sushi🍣
@MatthewWisnewski,Matthew Wisnewski,616000.0,17,620446,29451,88648,1159,$1 VS $500 TRAMPOLINE PARKS
channel/UCFbNIlppjAuEX4znoulh0Cw,Web Dev Simplified,1770000.0,17,942914,32534,220208,1440,The Best Local Agentic Coding Workflow (Complete Guide)
@DecoraciónconEstilo1,Decoración con Estilo,259.0,17,26852,724,9217,723,MEJORES TENDENCIAS de DECORACIÓN para tu COCINA en 2026
@AGuarnaschelli,Alex Guarnaschelli,45500.0,17,598204,23018,76889,633,Ranking My TOP 5 New York City Pizza Spots | Alex Guarnaschelli
@Nefelibataft,Nefelibata,294000.0,17,2004038,86268,379761,741,EL TULPA DE LOS BACKYARDIGANS!.. Tiktok ARG
@Bluegymanimation,BlueGym Animation,439000.0,17,3046279,126549,571448,428,Cómo hacer RECOMPOSICIÓN Corporal
@NicksKitchen,Nick's Kitchen,4110000.0,17,20631481,869257,3968483,502,How To Make Chocolate Bars At Home
@BearBullTraders,Bear Bull Traders,622000.0,17,73462,3403,9560,1163,This 1 Minute Scalping Strategy Works Everyday (Keep Trading Simple.)
@ネロ映画情報屋,ネロ【映画情報屋】,,17,913411,22205,419094,1135,4月に絶対見るべき神作品12選！
@SirMajestyEASYWORLD,SirMajesty Easyworld Science Channel,25700.0,17,36024,142,8365,758,WAEC 2026 Chemistry Practical Prep. Recommended for students and teachers for 2026 main WAEC.
@viyaura,viyaura,1400000.0,17,10369572,496690,1350112,1164,These Emojis Should NOT Exist...
@Jacksons_ai,Jacksons AI,35500.0,17,1133486,32218,240330,806,Part 1: How This Timelapse Remodeling Niche Got 137 Million VIEWS in a Month!
@monkebiznis,monke,106000.0,17,2555483,31684,1256867,270,5 habits for good sleep.
@PBSDocumentaries,PBS Documentaries,375000.0,17,1959065,67762,616864,1392,The Real History of Africa They Never Taught You | Full Documentary | Africa's Great Civilizations
@SecretsdHistoireOfficiel,Secrets d'Histoire - France Télévisions,,17,1184911,49519,183342,4397,"Elisabeth Ière, la Reine vierge - Secrets d'histoire"
@ScienceandFunmotivation,Science and Fun Motivation,608000.0,17,5032115,116952,1427842,678,Scientific MCQ Guessing Tricks (Proven Method) | Ashu Sir
@RedMeansRecording,Red Means Recording,485000.0,17,433458,20368,63512,1442,It's Finally Here: Korg phase8 (Acoustic Synthesis)
@HealthNutNutrition,HealthNut Nutrition,1050000.0,17,496365,23534,65080,1434,Testing VIRAL Healthy TikTok Desserts… What’s ACTUALLY Worth Making?
channel/UCln9P4Qm3-EAY4aiEPmRwEA,Ado,,16,39476580,625472,14181500,370,【Ado】ビバリウム (Vivarium)
@JSGameTalkOfficial,JS GameTalk,26600.0,16,11077,292,6739,855,The Stealth Game That Was Too Good to Die — Why Mudang Two Hearts disappeared
@NotMalcolm,Not Malcolm,98200.0,16,3490593,119416,951566,1172,"this ""cozy game"" just destroyed itself..."
@jazturner16,Jaz Turner,201000.0,16,310652,18274,28938,2059,"how to *ACTUALLY* become a influencer in 2026 | brand deals, algorithm hacks, tech you NEED + MORE"
@jhonftrejosastrologo,Jhon Trejos Astrólogo,,16,303944,9998,113302,2546,Eclipse Solar 17 de Febrero: Nada Volverá a Ser Igual ⚠️
@Brew,Brew,2590000.0,16,12616807,687082,1918638,2346,Catching the Man Selling Dead People on Instagram
@km-eb9bt,ゆっくりkm,,16,471433,28390,44334,1679,ゆっくり毒物vol.131　サウナ【ゆっくり解説】
@MollyBoyTV,MollyBoyTV,252000.0,16,1549434,71161,219947,815,I'VE NEVER LISTENED TO 'Whitney Houston' - I Have Nothing | GENUINE REACTION
@FAWZIYEH,FAWZIYEH,,16,846632,50014,97681,1637,"A cozy snowy winter Sunday 🌨| skin care, baking, cooking, Simple &slow living"
@ElDiarioDeKika,El Diario De Kika ,1630000.0,16,914997,51821,105670,1124,Conociendo el lugar de nuestra boda🏝️ | VLOGDDING #1
@JuiceandToya,Juice & Toya,2510000.0,16,2009839,125805,227940,1857,30 Minute Full Body Dumbbell HIIT Training [Fat Burning Workout]
@paulinacocina,Paulina Cocina,4650000.0,16,1528945,61675,218388,1248,6 recetas de YOGUR diferentes con sólo 1 litro de leche: desde yogur griego hasta queso
@niminightmare,Nimi Nightmare,711000.0,16,399308,18417,78931,2814,"【3D Cover Performance】 Bulletproof Love - Shachi, Namie, and Nimi (4k)"
@DreamyVoiceStudio-d9i,Dreamy Voice Studio,,16,419989,2504,170287,3611,Best Cover Love Songs 2026 💝 Top English Acoustic Music 2025 New Songs Cover to Start Your Good Day
@matematizei,Matematizei,,16,1741680,25186,1197139,1263,Por que Hiroshima é habitável e Chernobyl não?
@noellekate,noelle kate,682000.0,16,1881698,107982,207436,785,"high school days vlog 🫐 *friends, thrifting, coffee shops, studying + more*"
@ParaMujeresTv,Para Mujeres,1910000.0,16,1566826,75154,246309,1038,6 hábitos que te hacen fea en la ESCUELA (sin que te des cuenta)
@getfitfastTransformation,Get Fit Fast,390000.0,16,5822227,28373,5100125,687,12 Exercises to Build Strong Abs
@TheDecoderCrime,The Decoder,433000.0,16,14108331,380954,3491969,2473,Parents Discover Their 13-Year-Old Son Is A Wanted Killer
@PossessedbyHorror,PossessedbyHorror,308000.0,16,563810,33206,75280,1266,2026 Horror Movies Still to Come | You Should be EXCITED 👀
@Facu_Peralta,Facu Peralta,596000.0,15,3842140,243860,417459,1141,Los Telefonos MAS LUJOSOS del MUNDO son UNA ESTAFA
@maryroots,Mary Roots,22700.0,15,184810,6879,60238,978,Probé todas las formas de hacer dinero en Heartopia (esta es la mejor)
@XpressTV,XpressTV,17300000.0,15,19612684,1172415,2404418,677,25 Cosas que NO Sabías hace 5 minutos!! ⏰😲 [258]
@lisaburningham,Lisa Burningham,129000.0,15,451083,27005,65216,2020,*50* LIFE-CHANGING HOME HACKS You NEED TO TRY NOW! MIND-BLOWN!
@sebuwam,Sebuwa M,24700.0,15,174970,10186,23514,2039,Can Any 1.5L Turbo Engine Do This? 2026 Mercedes-Benz C200 AMG Line - In-depth POV Review!
@HistoryCivilisations,History & Civilizations,,15,1924289,119256,477399,3029,China’s Origins - The First Emperor
@nonomura_neko,ノノムラ猫の考えるゲーム配信,22200.0,15,210871,13620,23041,111946,【7人の人気ミステリー作家による完全書き下ろし作品】読み手自身で論理を組み立てて犯人を当てる新感覚ミステリーAVG【TRICK×LOGIC トリックロジック】
@millkun,MillkunTV,4250000.0,15,2838632,109569,616409,730,Drawing Lily Lovebraids in 30Sec.1Min.10Min(Poppy Playtime)
@chatsandreacts,Chats & Reacts,303000.0,15,1065789,49344,169584,2405,Song Reaction: DROP DEAD - Olivia Rodrigo
@ZDFDoku,ZDFinfo Dokus & Reportagen,,15,4489645,222919,649634,2557,So leben Mörder und Verurteilte im Gefängnis | ZDFinfo Doku
@RalphSam,Ralph & Sam,97700.0,15,1351012,80967,191809,2082,"3 Days in Da Nang Vietnam 🇻🇳 Best Cafes, Food & Beachfront Hotel | Vietnam Travel Guide 2026"
@Explicandoando25,Explicando Ando,34700.0,15,4497693,70046,2058867,1439,Cada DROGA y sus EFECTOS SECUNDARIOS Explicados En 22 Minutos
@alternativainversiones,Alternativa Inversiones,198000.0,15,257756,12777,45683,950,🇨🇴🧠¿LOS COLOMBIANOS NO ENTIENDEN DE ECONOMÍA? pongamoslo a prueba...
@benelliottca,Ben Elliott | Chartered Accountant,15600.0,15,981425,15000,251283,651,How the May Budget Will Change the Way You Invest
@DavieMach,Davie Mach,,15,111253,2906,62631,1134,These 3 New Tax Changes Are Going To Hit You Hard
@ThisCrazyLife,This Crazy Life,460000.0,15,1244426,84696,104726,1920,MASSIVE WHOLE HOUSE DECLUTTER 2026 :: Decluttering the New House for the First Time Since Moving
@CozyGameNight,CozyGameNight,10800.0,15,66243,4133,13785,1201,How-To: Create a Cozy Gaming Journal ✍🏻🎨🎮(and stay on top of your backlog!!! ✅)
@NoFluffAcademy,No Fluff Academy,52100.0,15,2450670,18780,2086082,887,Calculus Explained Like You Are 5 Years Old
@ClauReadsBooks,Clau Reads Books,713000.0,15,1045806,58023,182472,1982,¡Tour por mi departamento! Te muestro TODO ✨
@SAeNcSAjuega,SAeNcSA juega,14900.0,14,1486,81,252,2448,PARANORMASIGHT THE SEVEN MYSTERIES OF HONJO - Gameplay español 2
@RomualdFonsTV,Romuald Fons,1530000.0,14,271106,18824,33248,2430,Esto haría si empezase DESDE 0 en Youtube
@repromod,REPROMOD,104000.0,14,199729,13424,19763,1103,¡HAZ QUE TU CÁMARA SIRVA PARA REPARAR!
@JapanTravelVlogMrG,G先生的日本旅居生活vlog,,14,2180011,141202,366650,1438,走進美墨邊境紅燈區，我的驚魂遭遇，再也不敢了！【墨西哥旅遊】探訪美墨边境城市提華納Tijuana，到底危險嗎？墨西哥蒂华纳自由行・邊境牆・墨西哥自由行・墨西哥美食・美國邊境聖地牙哥IN-N-OUT漢堡
@ourcheerycorner,Our Cheery Corner,50900.0,14,139161,7906,33389,3733,I Went Viral (again)... here’s the aftermath 📦
@IsDiloo,IsDiloo,1180000.0,14,5192543,313952,697677,5111,ESTOS PAYASOS NO me DEJARAN en PAZ HASTA DEVORARME | The Freak Circus (JUEGO COMPLETO)
@アマプラ生活上々委員会,アマプラ生活上々委員会,,14,125511,6463,26937,1171,【Amazonプライム】全25作以上！2026年4月のおすすめ見放題映画をご紹介！
@Amy.Darley,Amy Darley,278000.0,14,514592,35855,67145,2086,CLEAN AND ORGANIZE WITH ME with LOWE’S | FRIDGE ORGANIZATION AND RESET  | MAJOR CLEANING MOTIVATION
@jeremlecoach,JEREM LE COACH,,14,363189,18925,101322,730,J’ai testé des pâtisseries algériennes de LUXE
@VriddhiCinemas,Vriddhi Cinemas,,14,53703972,30526,52729888,213,Peddi Official Trailer (Telugu) | Ram Charan | Janhvi Kapoor | A R Rahman | Buchi Babu Sana
@LapeceradeRaquel,La pecera de Raquel,24900.0,14,90953,5894,10445,1752,GRANDES LIBROS (TOCHOS) PARA LEER EN 2026 || ESTANTERIA A CERO || La pecera de Raquel
@DefaceGames,Deface Games,10200.0,14,14224,494,4357,525,"RESIDENT EVIL REQUIEM Gameplay, Nemesis Encounter"
@LeyendasyVideojuegos,Leyendas & Videojuegos,752000.0,14,2893157,169652,507464,1279,Los 10 JUEGOS COMO SERVICIO que MÁS RAPIDO han cerrado servidores
@DieckDocks,Dieck Docs,,14,38395104,2478443,5552439,3388,¿QUÉ SIGNIFICÓ el SUPER BOWL de BAD BUNNY para los LATINOS? | Bad Bunny | Documental
@NewMoneyYouTube,New Money,1090000.0,14,1822148,123680,216428,973,Warren Buffett's Advice for 2026.
@DoktorWhatson,Doktor Whatson,,14,1364333,95688,235766,830,Klimakiller Windrad-Recycling? Mythen auseinandergenommen!
@BrisMerlin,Bris Merlin,94000.0,14,1655439,113367,268724,980,LE HICE BROMAS a ARANZA por 24 HORAS😈😂| Bris Merlin
@ExoGhost,ExoGhost,385000.0,14,2060277,44919,1105452,7939,Resident Evil 9 Requiem - All Bosses With Cutscenes + Ending (2026) 4K 60fps
@LaraIbarra,Lara Ibarra,258000.0,14,540685,40662,80532,1108,Come TACOS todos los días y pierde MÁS GRASA 🌮 Receta de Tacos Saludables Altos en Proteína
@JoshGamingGarden,Josh's Gaming Garden,76900.0,14,508811,20959,117461,1261,Avoid these 12 beginner mistakes in Pokopia! Useful tips I wish I knew earlier!
@LRDreaming,L & R Dreaming,41100.0,13,174555,11385,28628,3261,FLORIDA TRAVEL DAY - JANUARY 2026 - LONDON TO ORLANDO | WALT DISNEY WORLD | UNIVERSAL ORLANDO
@thelucasblue,Lucas Blue,,13,667014,29164,153957,1270,"A BREAKDOWN of ALL Themes, Symbolism, & the Ending of The Drama"
@BAJADEPESOCONMIGUEL,BAJA DE PESO CON MIGUEL,2880000.0,13,452147,26005,79917,2007,CLASE#1 ABDOMEN
@Itstrinityjae,Trinity Jae,1400000.0,13,2342030,144237,398819,1134,I Tested the MOST TRENDING TikTok Recipes
@Akayo_Music,Akayo,74800.0,13,222165,10010,63971,1770,Why Your Music Still Doesn’t Sound Professional (Even After Years)
@SrBaityBait,BaityBait,1440000.0,13,11984911,937370,1203371,1283,Hice a mi abogado investigar sobre Tung Tung Tung Sahur
@tecuentounDrama,Te Cuento Un Drama ,138000.0,13,837174,37653,241124,2185,🔥S3CU3STRARON a una MADRE sin saber que su hijo era EL CAMPEON MUNDIAL | Resumen Sabuesos  2
@EuroDefenceYT,Euro Defence,41700.0,13,2256020,76696,653552,514,How Urban Combat Actually Works
@trash,Trash,,13,4978736,395796,769232,1066,"Les VÉHICULES TERRIFIANTS des PRÉSIDENTS (Poutine, Trump, Hitler …)"
@CienciaTodoDia,Ciência Todo Dia,,13,5686238,496888,657360,721,Nós vimos um BURACO NEGRO Explodir?
@monicarazak,monica razak,70400.0,13,205533,9422,62531,2152,my small business was copied - here's how I'm handling it 😕 getting revenge & adjusting my mindset
channel/UC8NR-dRm6d7dbT9pjnVqcOQ,Sasquatch B Studios,70600.0,13,103499,3324,60341,1125,How to Start Gamedev in 2026
@NoraGsNook,Nora G's Nook,146000.0,13,1288270,47660,414662,1452,5 NEW Dollar Tree DIYs That Are Going Viral for a Reason | Budget-friendly Spring Decor ideas
@historyafterdarkfilms,History After Dark,48800.0,13,743854,44542,147829,6856,How Adam Smith Accidentally Invented the Modern World | A Bedtime History Documentary
@kaylieestewart,Kaylie Stewart,102000.0,13,195182,13262,34238,1585,"2026 Reset Vlog | organizing my life, 4 hour home reset, grocery haul,  prepping for a new week..."
@juandavila_,Juan Dávila,851000.0,13,991283,18705,293489,630,LA MEJOR COMEDIA DE ENERO DE 2026. MONÓLOGO/. #monologo #comedia #humor #juandavila
@Eeowna,Eeowna,160000.0,12,1105053,78544,178961,1286,Everything I WISH I Knew Sooner In Pokopia After 70+ Hours!
@pikat,pikat,945000.0,12,1421447,101526,348462,947,How to love drawing (even if you're not good at it)
@andrewlowe,Andrew Lowe,,12,1368565,114264,210986,1370,Testing 2025’s Most Viral TikTok Food Trends
@JaneOlivia,Jane Olivia,79200.0,12,876900,43723,333606,942,COME TO WORK WITH ME | private chef shift
@JGigs,JGigs,71300.0,12,1147294,74945,298840,2427,I Played 20 MMOs For 2 Hours Each To Find The Best Ones
@SimpleLivingwithBiata,Simple Living with Biata,83700.0,12,410622,33954,46909,1408,Welcome to My Home | The Biggest Install Yet
@captainworkoutYT,Captain Workout,,12,2497579,142506,737349,641,How I solved Skinny-Fat (Easily)
@Soysophialuna,Sophia Luna,49300.0,12,246523,8928,85461,758,GRWM PARA LA ESCUELA 📚 día de foto y paseo escolar 💗🫰🏻 #soysophialuna
channel/UC9IKtxn9AIGelnYmwYr0Lxw,CodelyTV - Redescubre la programación,164000.0,12,142375,9675,36636,1091,WebMCP: Lo mejor que le ha pasado a HTML desde HTML5
@RealStoriesDE,Real Stories Deutschland,,12,195244,8280,42514,4044,MEGA Doku: WIE haben die Ägypter das UNMÖGLICHE gebaut?
channel/UCouD8uM_hrbWtVdDIWf4LFg,MilkyyMelodies,824000.0,11,23911266,1063551,12398995,137,How It’s Done (Saja Boys Version) | KPop Demon Hunters Animation |【Male Cover Milkyy ft. ForticGX】
@SonyasPrep,Sonya's Prep,130000.0,11,420358,38065,55813,1011,"Passover Prep Routines, Guides and Recipes | Easy Passover Recipes & Stress-Free Pesach Prep"
@MariaLlagunes,Maria Llagunes,41400.0,11,201492,18592,25838,2157,"un día conmigo desde las 6AM 🌥️ rutina de mañana, trabajo, grwm, pilates reformer, h&m haul"
@DrInsanityCrime,Dr Insanity,4820000.0,11,111239872,10351549,15870425,3077,Cop Runs Into Secret Killer Dumping Body Parts In River
@rolefamilia,Rolê Família,,11,1517322,103498,494437,3804,25 destinos FORA DO ÓBVIO para conhecer no BRASIL
channel/UCU9GTVEPqlSNRDHypVf3BRw,DATAcated,326000.0,11,130056,10308,26576,492,Tableau is now an Agentic Analytics Platform with Mark Recher
@ScienceMagnet,Science Magnet,1600000.0,11,1342310,56947,459568,700,SCIENCE INTRODUCTION + SYLLABUS 🔥  निर्माण Batch 2026 | Class - 0 FREE 🎯
@MythicalWukong,Mythical Wukong,9850.0,11,560566,63565,111499,846,Why Fantasy Oceans Should Be TERRIFYING
@ScienceGamingTV,Science Gaming,,11,334167,22438,72654,813,Les 26 NOUVELLES fonctions cachées de ta PS5 que tu dois connaître 🤫
@QueVivaLaCocina,Comidas rapidas,4330000.0,11,277529,21439,56062,1670,Si tienes pechugas de pollo en casa ¡Es una receta facil y rapida para cenar!
@MarzellMKR,Marzell MKR,775000.0,11,3662062,210927,735128,522,SI TE RÍES PIERDES NIVEL DIOS 😂🤣 [999.99 IMPOSIBLE NO REÍRSE] 🥶 Videos De Risa Muy Graciosos
@Universo_Explicado_Oficial,Universo Explicado Oficial,,11,26673,893,10241,106,Artemis II: Más Allá de la Luna 🚀🌕 | El Viaje que Cambia la Historia
@theDantesLIVE,Dantes LIVE,3310.0,11,673349,29650,219495,1930,23 Minutes of Dantes and Tyler1 Duoing In Challenger
@咲熊,咲熊,,11,270511,25593,29952,1393,恬子内親王【ゆっくり解説】
@LalitoRams,LALITO RAMS,1430000.0,11,926202,79748,202150,3001,"Un universo que se está pudriendo y necesita sonreír, Smiling Friends - Lalito Rams"
@Lolweapon,Lolweapon,1730000.0,11,1069350,98682,180263,1724,ESTRENOS ANIME PRIMAVERA 2026
@ManaVlogs_yt,Mana,116000.0,11,778811,55842,137609,812,"Daily vlog 🫧 morning & night routine, what I eat, grocery shopping, studying, a productive day"
channel/UC707x7AW95NWg2noAXCeoIQ,NetMentor,29200.0,11,41733,3266,7391,919,¿Merece la pena .NET en 2026? No tiene hype… tiene futuro (y estabilidad)
channel/UCxPD7bsocoAMq8Dj18kmGyQ,MoureDev by Brais Moure,886000.0,11,722324,52721,141268,1944,La IA subvencionada terminó y esto es lo que viene
channel/UCn4yDc7cTT1nMJfiBXyYdEA,Jerbob,62600.0,10,427905,37754,124985,594,i made a VAMPIRE Game where you CHOOSE your path
@livingwithlk,Living with LK,102000.0,10,718165,34539,288954,1665,12 EASY Outdoor DIY Upgrades to Try in 2026! | Customize Your Outdoor Space without Renovating
@hazardsandcatastrophes,hazards and catastrophes,476000.0,10,606211,7139,267613,3432,Monster Waves: Caught in an Apocalyptic Storm | 4K Documentary
@RevoMusicOfficialYT,Revo Music,15500.0,10,5952175,179684,2227019,212,"Beéle, Camilo - Si Me Vieras (Video Oficial) | Lyric"
@musicbychi,musicbychi,5050.0,10,50975,4599,11636,499,7 Ear Candy Tricks That Make Songs ADDICTIVE
@AlexRome,Alex Rome,557000.0,10,830348,38562,294191,837,An Insanely Simple Arrangement System (escape the loop trap)
@ArcadesBooks,Arcade's Books,199000.0,10,415948,30414,130416,2307,El DRAMA DE BOOKTUBE que CAMBIARÁ TU FORMA DE LEER (Y DE ESCRIBIR) | Arcade's Books
@vanessa.mallorca,Vanessa Mallorca,90800.0,10,293503,22306,62438,1223,La Compra de 25€ que se Convirtió en 25 Recetas (En 2 HORAS) TE ENSEÑO LA COMPRA!! 🛒⚡
@moviemania9914,Starlight Production,,10,196909,5725,134141,6656,The Wolfless Carpenter Rules the World (2026) Full Movie Review | Short Drama Review and Facts
@LifeofJuliaEspañol,Life of Julia Español,1550.0,10,253473,23122,50429,2507,Vida en las Montañas: Cocinando 100% Desde Cero en un Horno de Leña Tradicional 🌿
@CakeAcake_,CakeAcake,266000.0,10,774549,17964,314490,651,EASY Chocolate mini Cakes at Home | SIMPLE Cake Decorations Recipe
@movie1lip,映画一口,,10,2853497,253854,648307,1420,Netflixでは観られない実話…一生に一度は観るべき、セリフなしで評価9点台を記録した伝説の名作【映画紹介】
@juliafei,julia fei,202000.0,10,343826,32280,52203,877,the trip that made it out of the group chat | vietnam vlog 🇻🇳
@FinTek,Fin Tek,239000.0,10,1016333,99210,202580,1453,The Smart Money Just Made Some Big Moves
@Demerited,Demerited,4080.0,10,734161,25048,282180,434,The Physics That Explains Every Viltrumite Ability
@WhosTheVoss,WhosTheVoss,207000.0,10,1520136,122454,337262,720,I Can't Make These Fast Enough!
channel/UCC2M6-jBjWuVtrTZZg-ymjg,Little Glee Monster,,10,3149504,56902,1421697,395,『For Decades』 - Little Glee Monster × Ｊ.LEAGUE 2026 特別シーズン SPECIAL MOVIE
@ElLibrerodeValentina14,El Librero de Valentina,169000.0,9,71971,7387,14059,1045,LAS PRIMERAS 5 ESTRELLAS DEL AÑO // ¿DE QUÉ LIBRO SE TRATA? // ELdV
channel/UC6hUJrqT-f4lfKHQ6_gOw2A,Life in 3D,632000.0,9,3395688,327874,724666,241,Annie's Song - Lifein3D (John Denver cover)
@Guinxu,Guinxu,1030000.0,9,2045102,199984,350010,713,Los juegos malgastan memoria RAM a propósito
@PulsaStart,Pulsa Start,186000.0,9,1289797,105957,367142,1162,▶ El Origen de Matrix: La Guerra que Cambió la Historia de la Humanidad
@Waleska-Herrera,Waleska Herrera,1330000.0,9,454225,37854,98408,990,"""Never let a Filipino Singer cover a Bruno Mars song! Viral Filipino Singers covering 'Risk It All'"
@MALIREVIEWS,MALI REVIEWS,,9,574390,41257,177141,2473,නිදි යහනට විතරක් බිරිඳව සීමා කරගත් සැමියට අන්තිමට උන දේ 😱 Movie Review in Sinhala | MALI Reviews
@NateGentile7,Nate Gentile,3150000.0,9,8119817,772954,1768659,2161,Apple ha roto las reglas (y el PC no puede hacer NADA) - Macbook Neo a Fondo
@adamhattan,Adam Hattan,156000.0,9,1126261,125575,189203,3717,Walt Disney World Travel Day Vlog | Day 1 | UK to Disney's Polynesian | January 2026 | Adam Hattan
@LetrasRojas,Letras Rojas,1160000.0,9,1317374,116807,696516,4745,MIX CANCIONES REGGAETON 2026 - REGGAETON MIX 2026 - LATINO MIX 2026 LO MAS NUEVO
@HomeyBites-o7o,Cooking Simplified,16.0,9,10169,420,7435,275,This Cola Pork & Potatoes Changed My Weeknight Dinners
@NileWaves,Nile Waves,66900.0,9,39591,3472,10091,2153,Ranking The Best Ways To Improve As A Music Producer
@ShameesKitchen,Shamees Kitchen,5760000.0,9,2607115,239844,606046,1144,🤰🥹The Untold Story Behind Our Pregnancy ❤️| Revealing My Pregnancy #shameeskitchen
@Basquecraft,Basquecraft,743000.0,9,5437081,424648,1323151,1122,EL TIMO DE COMPRAR UNA CASA DE PUEBLO
@PhysicsExplainedVideos,Physics Explained,381000.0,9,1854574,194933,370425,2681,Why Does Time Only Go One Way?
@realtimehistory,Real Time History,706000.0,9,3035121,279221,612485,2086,Invasion of Iraq 2003 (Documentary)
@AdamKhoo,Adam Khoo,1100000.0,9,714261,87531,121845,1443,Software Stocks Going to Zero? by Adam Khoo
@FitnessbyVivi,Fitness by Vivi,2930000.0,9,280703,29368,89347,1089,Cardio Abdominal para Bajar de Peso | Sin Equipos - RETO 7 DÍAS
@SandRhomanGeschichte,SandRhoman Geschichte,,9,949321,69171,295268,1400,Was brachte Soldaten dazu bei einer Belagerung als erste auf die Mauer zu stürmen?
@BropumpYT,Bro Pump,217000.0,8,6121734,141387,3406945,685,You're Doing Push-Ups Wrong... This Is Why You're Not Getting Stronger
@hibyepeachy,hibyepeachy,234000.0,8,590722,49119,261531,816,"AFTER SCHOOL routine⋆🎧📓˚࿔ homework, studying, productive, afternoon & night routine"
@biankasolitaaa,BIANKA,,8,89750,4306,54065,951,JE TESTE LES RECETTES VIRALES DE TIKTOK ! (genre fraise au fromage)
@greatscottlab,GreatScott!,2150000.0,8,1430320,166562,265929,668,Finally! A Home Upgrade That Makes Sense (E-Ink Display)
@jacobcalisthenics,Jacob Juul Hansen,38200.0,8,424807,9507,300657,450,Your First 10 Calisthenics Skills (Learn Them In Order)
@comicojofreoficial3388,Comico jofre oficial,8109.0,8,117785,8816,45947,1048,"El @cholovictorinternacional7662 & Cholo Peter, linchan a Jofre|| Comicos de Chabuca 2026"
channel/UCt7T2EvYBqvlxNU3fbE4Y7g,Zero To Mastery,266000.0,8,45173,2536,23236,12558,Learn Python in 2026: Full Course For Beginners with Andrei Neagoie
@KIANL-GAMER,KIANL,16000.0,8,4854,326,2314,256,"Everwind is great, but there is a problem..."
@maggymaa,maggy,92100.0,8,1061175,125162,374221,729,cramming for my midterms the day before 😌 productive 72 hour study vlog and late nights
@LaPulla,La Pulla,1420000.0,8,2854966,401798,574217,876,¿Va ganando Paloma? ¿Colombia es de izquierda? ¿Fajardo existe? Y más...
channel/UCpFgmZm65yOU5X-hmWkWjuw,Mrs. GREEN APPLE,,8,66076661,1075260,58299847,531,Mrs. GREEN APPLE「lulu.」Official Music Video
@WindWalkTravelVideos,Wind Walk Travel Videos ʬ,238000.0,8,91315,9781,37371,1965,4K Venice Beach - Santa Monica - Pacific Palisades Bike Ride 🚴‍♂️Los Angeles California Cycling Tour
@QuantumFracture,QuantumFracture,4000000.0,8,3646260,290734,1251218,1039,¿Por qué Queremos Volver a la Luna?
@nichiejc,nichie j.c,8140.0,8,82890,6119,42366,2073,"I read Haley Pham's book ""Just Friends""...lets talk about it"
@MariFuentes,Mari Fuentes,131000.0,8,52211,3771,18513,1043,Claude para YouTube: 7 Casos REALES Para Crecer y Monetizar Más Rápido en 2026
channel/UCRMXHQ2rJ9_0CHS7mhL7erg,Jimmy Vegas,162000.0,7,21455,3417,5191,1235,HOW TO MAKE AN FPS IN UNITY 6 - GAME TUTORIAL 11 HOW TO ADD FOOTSTEPS IN UNITY
@AmericanExperiencePBS,American Experience | PBS,531000.0,7,688888,32199,316127,4360,The Rise and Fall of Richard Nixon | Full Documentary | American Experience PBS
channel/UCIPZVAwDGa-A4ZJxCBvXRuQ,RoadsideCoder,173000.0,7,118322,18599,36164,8068,Learn TypeScript in 40 Minutes (Full Course)
@MenteCosmicaTV,Mente Cósmica,,7,15772,18,10256,1654,La Luz No Experimenta el Tiempo… y Esto Cambia Todo
@Mina_Rome,Mina Rome,570000.0,7,315029,34619,84488,960,"10 Min Breakfast Ideas for a Busy Life. (quick, easy & pretty healthy)"
@brookemiccio,Brooke Miccio,435000.0,7,408670,59176,88444,1745,"JAPAN VLOG: I spent 2 weeks eating + shopping through TOKYO, KYOTO + OSAKA! (+ HUGE HAUL!!) 🇯🇵🍜🍣🍵⛩️"
